Sample	Study	Site	Country	Lat	Long	Year	ENA	All samples same individual	Population	% callable	QC pass	Exclusion reason	Is returning traveller
PF0004-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR021976	PF0004-C	WAF	80.61	True	Analysis_set	False
PF0006-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR199977	PF0006-C	WAF	81.39	True	Analysis_set	False
PF0008-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR211566	PF0008-C	WAF	86.24	True	Analysis_set	False
PF0009-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR015363	PF0009-C	WAF	74.13	True	Analysis_set	False
PF0010-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR015349	PF0010-C	WAF	73.26	True	Analysis_set	False
PF0011-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR015326	PF0011-C	WAF	72.07	True	Analysis_set	False
PF0012-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR211556	PF0012-C	WAF	88.26	True	Analysis_set	False
PF0016-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR023682	PF0016-C	WAF	79.7	True	Analysis_set	False
PF0020-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR199978	PF0020-C	WAF	77.89	True	Analysis_set	False
PF0021-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR015316	PF0021-C	WAF	69.97	True	Analysis_set	False
PF0022-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR018949	PF0022-C	WAF	90.09	True	Analysis_set	False
PF0024-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR018942	PF0024-C	WAF	89.68	True	Analysis_set	False
PF0025-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR015405	PF0025-C	WAF	65.7	True	Analysis_set	False
PF0026-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR015356	PF0026-C	WAF	63.38	True	Analysis_set	False
PF0027-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR211523	PF0027-C	WAF	68.76	True	Analysis_set	False
PF0028-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR015351	PF0028-C	WAF	70.43	True	Analysis_set	False
PF0029-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR020110	PF0029-C	WAF	90.43	True	Analysis_set	False
PF0030-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR199970	PF0030-C	WAF	88.8	True	Analysis_set	False
PF0033-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR199971	PF0033-C	WAF	86.29	True	Analysis_set	False
PF0035-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR018970	PF0035-C	WAF	89.8	True	Analysis_set	False
PF0036-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR018965	PF0036-C	WAF	89.89	True	Analysis_set	False
PF0037-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR263689	PF0037-C	WAF	85.72	True	Analysis_set	False
PF0038-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR018935	PF0038-C	WAF	89.1	True	Analysis_set	False
PF0039-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR036154,ERR023662	PF0039-C	WAF	83.91	True	Analysis_set	False
PF0040-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR020106	PF0040-C	WAF	85.22	True	Analysis_set	False
PF0041-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR199972	PF0041-C	WAF	85.12	True	Analysis_set	False
PF0042-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR036156,ERR023672	PF0042-C	WAF	87.08	True	Analysis_set	False
PF0043-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR018943	PF0043-C	WAF	89.45	True	Analysis_set	False
PF0045-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR036157,ERR023677	PF0045-C	WAF	81.18	True	Analysis_set	False
PF0047-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR018954,ERR036158	PF0047-C	WAF	89.5	True	Analysis_set	False
PF0048-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR211486	PF0048-C	WAF	69.92	True	Analysis_set	False
PF0049-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR020111	PF0049-C	WAF	89.73	True	Analysis_set	False
PF0051-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR036159,ERR018973	PF0051-C	WAF	89.81	True	Analysis_set	False
PF0052-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR211545	PF0052-C	WAF	72.64	True	Analysis_set	False
PF0053-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR211546	PF0053-C	WAF	84.71	True	Analysis_set	False
PF0054-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR036160,ERR018971	PF0054-C	WAF	90.12	True	Analysis_set	False
PF0057-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR018968,ERR036161	PF0057-C	WAF	90.1	True	Analysis_set	False
PF0058-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR018945	PF0058-C	WAF	89.8	True	Analysis_set	False
PF0062-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR018969,ERR036162	PF0062-C	WAF	89.56	True	Analysis_set	False
PF0063-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR022532	PF0063-C	WAF	90.38	True	Analysis_set	False
PF0064-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR211542	PF0064-C	WAF	81.66	True	Analysis_set	False
PF0065-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR211543	PF0065-C	WAF	88.51	True	Analysis_set	False
PF0066-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR211539	PF0066-C	WAF	78.55	True	Analysis_set	False
PF0069-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR036163,ERR027095	PF0069-C	WAF	89.86	True	Analysis_set	False
PF0073-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR018967,ERR036155	PF0073-C	WAF	89.64	True	Analysis_set	False
PF0074-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR018975	PF0074-C	WAF	88.76	True	Analysis_set	False
PF0075-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR211487	PF0075-C	WAF	78.34	True	Analysis_set	False
PF0078-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR216468	PF0078-C	WAF	84.22	True	Analysis_set	False
PF0079-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR211488	PF0079-C	WAF	76.13	True	Analysis_set	False
PF0080-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR018966	PF0080-C	WAF	90.16	True	Analysis_set	False
PF0081-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR022860	PF0081-C	WAF	62.82	True	Analysis_set	False
PF0084-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR018974	PF0084-C	WAF	85.56	True	Analysis_set	False
PF0085-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR263679	PF0085-C	WAF	89.09	True	Analysis_set	False
PF0090-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR018964	PF0090-C	WAF	90.18	True	Analysis_set	False
PF0092-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR263683	PF0092-C	WAF	89.95	True	Analysis_set	False
PF0095-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR199973	PF0095-C	WAF	82.73	True	Analysis_set	False
PF0097-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR022916	PF0097-C	WAF	90.58	True	Analysis_set	False
PF0098-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR020117	PF0098-C	WAF	87.45	True	Analysis_set	False
PF0100-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR022701	PF0100-C	WAF	90.16	True	Analysis_set	False
PF0101-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR027097	PF0101-C	WAF	88.4	True	Analysis_set	False
PF0102-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR022533	PF0102-C	WAF	90.26	True	Analysis_set	False
PF0103-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR027098	PF0103-C	WAF	90.33	True	Analysis_set	False
PF0104-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR022912	PF0104-C	WAF	89.56	True	Analysis_set	False
PF0105-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR263680	PF0105-C	WAF	88.58	True	Analysis_set	False
PF0106-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR263686	PF0106-C	WAF	84.42	True	Analysis_set	False
PF0107-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR022534	PF0107-C	WAF	86.84	True	Analysis_set	False
PF0108-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR020118	PF0108-C	WAF	87.82	True	Analysis_set	False
PF0109-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR023157	PF0109-C	WAF	87.88	True	Analysis_set	False
PF0111-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR211548	PF0111-C	WAF	78.96	True	Analysis_set	False
PF0112-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR023158	PF0112-C	WAF	89.32	True	Analysis_set	False
PF0113-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR023154	PF0113-C	WAF	81.59	True	Analysis_set	False
PF0114-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR022529	PF0114-C	WAF	80.77	True	Analysis_set	False
PF0115-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR023159	PF0115-C	WAF	88.5	True	Analysis_set	False
PF0116-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR022535	PF0116-C	WAF	90.7	True	Analysis_set	False
PF0117-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR020119	PF0117-C	WAF	87.2	True	Analysis_set	False
PF0118-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR211536	PF0118-C	WAF	83.49	True	Analysis_set	False
PF0119-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR211552	PF0119-C	WAF	85.85	True	Analysis_set	False
PF0121-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR020120	PF0121-C	WAF	83.77	True	Analysis_set	False
PF0122-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR022530	PF0122-C	WAF	86.63	True	Analysis_set	False
PF0123-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR023032	PF0123-C	WAF	77.15	True	Analysis_set	False
PF0124-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR263685	PF0124-C	WAF	78.51	True	Analysis_set	False
PF0125-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR023155	PF0125-C	WAF	77.26	True	Analysis_set	False
PF0127-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR020121	PF0127-C	WAF	88.02	True	Analysis_set	False
PF0128-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR263690	PF0128-C	WAF	90.62	True	Analysis_set	False
PF0129-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR211491	PF0129-C	WAF	60.86	True	Analysis_set	False
PF0131-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR023156	PF0131-C	WAF	75.54	True	Analysis_set	False
PF0135-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR022536	PF0135-C	WAF	90.11	True	Analysis_set	False
PF0136-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR022922	PF0136-C	WAF	89.95	True	Analysis_set	False
PF0137-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR022537	PF0137-C	WAF	89.32	True	Analysis_set	False
PF0138-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR263681	PF0138-C	WAF	87.59	True	Analysis_set	False
PF0140-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR022703	PF0140-C	WAF	88.83	True	Analysis_set	False
PF0141-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR022897	PF0141-C	WAF	90.07	True	Analysis_set	False
PF0142-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR020122	PF0142-C	WAF	86.87	True	Analysis_set	False
PF0143-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR022898	PF0143-C	WAF	89.24	True	Analysis_set	False
PF0144-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR211492	PF0144-C	WAF	75.42	True	Analysis_set	False
PF0145-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR022913	PF0145-C	WAF	89.44	True	Analysis_set	False
PF0146-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR211493	PF0146-C	WAF	67.73	True	Analysis_set	False
PF0148-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR019549	PF0148-C	WAF	87.97	True	Analysis_set	False
PF0149-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR211495	PF0149-C	WAF	61.24	True	Analysis_set	False
PF0150-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR211496	PF0150-C	WAF	84.14	True	Analysis_set	False
PF0151-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR211463	PF0151-C	WAF	90.29	True	Analysis_set	False
PF0152-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR211530	PF0152-C	WAF	87.78	True	Analysis_set	False
PF0153-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR211497	PF0153-C	WAF	86.4	True	Analysis_set	False
PF0154-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR211524	PF0154-C	WAF	79.73	True	Analysis_set	False
PF0156-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR211510	PF0156-C	WAF	83.19	True	Analysis_set	False
PF0157-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR211498	PF0157-C	WAF	85.21	True	Analysis_set	False
PF0158-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2011	ERR211499	PF0158-C	WAF	84.0	True	Analysis_set	False
PF0159-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR211500	PF0159-C	WAF	81.34	True	Analysis_set	False
PF0160-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR211511	PF0160-C	WAF	84.18	True	Analysis_set	False
PF0161-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR211501	PF0161-C	WAF	83.35	True	Analysis_set	False
PF0162-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR199974	PF0162-C	WAF	79.88	True	Analysis_set	False
PF0163-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR211512	PF0163-C	WAF	59.25	True	Analysis_set	False
PF0164-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR211502	PF0164-C	WAF	79.56	True	Analysis_set	False
PF0167-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR211454	PF0167-C	WAF	90.57	True	Analysis_set	False
PF0169-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR223041	PF0169-C	WAF	90.94	True	Analysis_set	False
PF0170-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR199975	PF0170-C	WAF	82.93	True	Analysis_set	False
PF0172-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR045574	PF0172-C	WAF	90.08	True	Analysis_set	False
PF0175-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR045575	PF0175-C	WAF	89.47	True	Analysis_set	False
PF0176-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR205932	PF0176-C	WAF	84.29	True	Analysis_set	False
PF0177-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR042723	PF0177-C	WAF	70.09	True	Analysis_set	False
PF0178-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR039235	PF0178-C	WAF	89.6	True	Analysis_set	False
PF0180-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR029957	PF0180-C	WAF	89.89	True	Analysis_set	False
PF0184-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR036144	PF0184-C	WAF	88.82	True	Analysis_set	False
PF0185-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR036145	PF0185-C	WAF	89.86	True	Analysis_set	False
PF0186-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR045576	PF0186-C	WAF	90.31	True	Analysis_set	False
PF0188-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR037383	PF0188-C	WAF	90.06	True	Analysis_set	False
PF0189-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR045577	PF0189-C	WAF	90.77	True	Analysis_set	False
PF0190-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR031075	PF0190-C	WAF	90.31	True	Analysis_set	False
PF0191-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR029961	PF0191-C	WAF	90.06	True	Analysis_set	False
PF0192-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR036146	PF0192-C	WAF	90.22	True	Analysis_set	False
PF0193-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR042714	PF0193-C	WAF	85.21	True	Analysis_set	False
PF0195-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR045578	PF0195-C	WAF	90.54	True	Analysis_set	False
PF0196-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR045579	PF0196-C	WAF	90.67	True	Analysis_set	False
PF0197-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR036147	PF0197-C	WAF	90.03	True	Analysis_set	False
PF0198-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR045580	PF0198-C	WAF	90.71	True	Analysis_set	False
PF0199-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR042720	PF0199-C	WAF	81.5	True	Analysis_set	False
PF0202-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR032147	PF0202-C	WAF	90.43	True	Analysis_set	False
PF0203-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR042711	PF0203-C	WAF	74.97	True	Analysis_set	False
PF0204-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR039236	PF0204-C	WAF	90.09	True	Analysis_set	False
PF0205-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR042648	PF0205-C	WAF	89.89	True	Analysis_set	False
PF0206-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR045581	PF0206-C	WAF	90.29	True	Analysis_set	False
PF0207-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR045582	PF0207-C	WAF	90.33	True	Analysis_set	False
PF0211-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR045583	PF0211-C	WAF	90.06	True	Analysis_set	False
PF0212-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR045584	PF0212-C	WAF	90.2	True	Analysis_set	False
PF0213-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR045585	PF0213-C	WAF	90.1	True	Analysis_set	False
PF0214-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR035359	PF0214-C	WAF	89.51	True	Analysis_set	False
PF0217-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR029962	PF0217-C	WAF	89.99	True	Analysis_set	False
PF0218-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR045586	PF0218-C	WAF	90.35	True	Analysis_set	False
PF0219-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR029958	PF0219-C	WAF	90.41	True	Analysis_set	False
PF0221-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR029963	PF0221-C	WAF	86.05	True	Analysis_set	False
PF0223-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR045588	PF0223-C	WAF	90.86	True	Analysis_set	False
PF0225-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR045589	PF0225-C	WAF	90.02	True	Analysis_set	False
PF0226-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR042635	PF0226-C	WAF	90.68	True	Analysis_set	False
PF0229-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR045590	PF0229-C	WAF	90.9	True	Analysis_set	False
PF0230-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR029964	PF0230-C	WAF	90.47	True	Analysis_set	False
PF0231-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR045614	PF0231-C	WAF	89.95	True	Analysis_set	False
PF0232-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR029959	PF0232-C	WAF	89.9	True	Analysis_set	False
PF0235-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR032148	PF0235-C	WAF	90.24	True	Analysis_set	False
PF0238-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR045591	PF0238-C	WAF	90.35	True	Analysis_set	False
PF0239-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR045592	PF0239-C	WAF	90.24	True	Analysis_set	False
PF0240-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR042645	PF0240-C	WAF	89.39	True	Analysis_set	False
PF0245-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR039892	PF0245-C	WAF	88.1	True	Analysis_set	False
PF0246-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR045594	PF0246-C	WAF	90.11	True	Analysis_set	False
